Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1969,596905,500874,661919,589687,312.0496,38.5931,-0.40,663245,362714,137694,0.11,161833,86478,81971,42236,49682,49682,55459,46014,24831,3.50,36.04,58760,1.48,51.89,47.21,0.72,7.51,11.64,12.16,95.72,1.80,16.4,9.09,5.20,224.74,9.78,8.00,7.92,8.83,8.94,8.08,8.47,10.30,142.31,2.39,94.07,62.57,78.75,2.08,11440.444,7293,8.45,8.41,215.0,3630,3746,9098,22235,20233,40.7,20791,41.8,558,1.1,33305,67.0,67.0,33984.0,28342.2,99,0.20,411.0,0.8,411.00,0.8
1970,612620,514095,679900,604926,320.1138,39.5905,-0.70,695578,373695,142768,-0.28,164613,91071,86004,47546,55916,55916,55629,46167,24727,3.75,35.68,61739,2.18,53.45,49.13,0.72,8.22,12.62,12.96,97.38,1.80,18.4,9.69,6.52,237.75,10.47,7.00,7.21,8.63,9.23,8.58,8.23,10.49,133.61,2.40,94.82,62.21,79.15,2.21,12759.310,8299,7.82,7.78,243.0,3885,3962,9947,24897,22181,39.7,22936,41.0,755,1.4,33351,59.6,59.6,33079.0,28043.0,349,0.62,731.0,1.3,731.00,1.3
1971,635811,534007,703556,628018,332.3335,41.1018,0.31,712682,386068,153142,-0.46,170420,97592,90524,53271,62640,62640,55928,46412,24507,4.14,35.32,64304,3.98,55.99,51.98,0.71,8.90,13.21,13.47,98.03,2.24,20.6,10.60,9.41,243.36,11.41,5.00,5.92,8.06,9.04,8.59,6.86,10.06,187.66,2.44,101.37,61.98,82.13,2.48,14969.040,9810,8.35,8.27,247.0,4090,4159,11474,28965,24677,39.4,24422,39.0,-255,-0.4,35241,56.3,56.3,33442.0,28272.1,722,1.15,1023.0,1.6,1023.00,1.6
1972,663487,555366,733770,654083,346.1266,42.8076,1.80,742796,411057,160483,-0.18,178544,98855,99457,59772,70305,70305,56097,46572,24579,4.34,35.72,66813,1.95,58.14,53.38,0.70,9.58,13.74,13.85,99.25,2.48,23.2,11.36,7.19,255.69,12.00,9.00,6.08,8.38,9.20,8.26,6.76,9.72,221.39,2.50,107.86,59.61,80.27,3.31,20193.045,12112,6.77,6.71,290.0,4589,4705,13063,35257,27553,39.2,26060,37.1,-1493,-2.1,36624,52.1,52.1,35840.0,31708.8,-126,-0.18,30.0,0.0,30.00,0.0
1973,708711,593071,781583,698796,369.7877,45.7339,6.02,789052,433902,163546,2.14,185171,111241,110498,69238,81467,81467,56223,46686,24965,3.65,35.76,70186,4.11,61.16,56.09,0.70,10.42,15.31,17.17,89.15,3.29,26.6,12.42,9.35,267.72,12.90,13.00,10.10,10.56,10.91,9.59,10.89,11.41,144.97,2.45,108.56,53.47,73.05,4.51,25541.642,14192,7.80,7.75,319.0,5030,5184,13922,43104,31747,39.0,29007,35.6,-2740,-3.4,39315,48.3,48.3,36885.0,30403.4,-1793,-2.20,-1227.0,-1.5,-1227.00,-1.5
1974,692700,579324,762257,682897,361.3743,44.6934,1.53,749149,428332,151352,-1.03,188483,119667,111782,78359,92227,92227,56236,46683,25029,3.65,35.25,73087,-2.69,59.61,55.46,0.75,12.10,19.08,24.30,78.52,11.58,31.7,14.38,15.73,275.10,15.78,11.50,11.90,14.21,15.17,10.69,13.33,16.44,65.26,2.34,108.22,51.72,72.38,4.89,28814.416,15611,8.06,8.03,362.0,5807,5992,15447,47815,40558,44.0,36248,39.3,-4310,-4.7,49105,53.2,53.2,40125.0,30106.7,-4099,-4.44,-3483.0,-3.8,-3483.00,-3.8
1975,682698,570632,750912,672946,356.1085,44.0422,-1.97,738017,427571,142319,-2.41,199440,116461,104672,97294,114541,114541,56226,46674,24933,4.50,34.73,75247,-0.90,58.97,55.67,0.79,15.25,23.01,27.55,83.53,11.53,40.8,17.64,22.70,289.13,19.40,11.25,10.75,13.18,14.60,11.07,11.47,15.94,154.28,2.23,115.91,47.61,73.67,5.17,30423.999,18149,7.53,7.51,530.0,6459,6660,17543,53587,53313,46.5,46102,40.2,-7211,-6.3,61579,53.8,53.8,40844.0,37840.0,-1715,-1.50,-1873.0,-1.6,-1873.00,-1.6
1976,701255,587564,772852,693217,366.8354,45.3688,-0.92,756518,429960,143301,1.73,202561,127193,110107,115638,136172,136172,56216,46660,24786,5.40,34.83,77541,2.58,61.11,57.53,0.77,17.62,27.53,33.35,82.56,12.80,47.6,20.40,15.66,291.23,22.60,14.25,11.81,13.61,14.23,11.07,12.10,15.16,141.53,1.80,102.62,41.25,68.06,5.64,35255.510,21472,6.70,6.69,514.0,7231,7419,19353,59968,62808,46.1,54847,40.3,-7961,-5.8,71366,52.4,52.4,50973.0,45155.0,-1264,-0.93,-1178.0,-0.9,-1178.00,-0.9
1977,717440,601972,791889,710527,375.9955,46.5017,-0.32,765708,428596,145538,0.72,200029,135904,112242,134824,158786,158786,56190,46640,24809,5.59,34.96,80663,1.31,62.57,58.69,0.73,20.05,31.79,37.90,83.90,13.92,52.3,23.45,14.94,278.62,26.89,7.00,8.17,12.02,12.19,11.05,11.38,13.41,211.56,1.75,107.17,39.23,67.75,6.06,40294.907,25268,5.99,5.98,556.0,8228,8372,24067,68888,67933,42.8,62097,39.1,-5836,-3.7,78050,49.2,49.2,59982.0,57449.0,1197,0.75,-522.0,-0.3,-522.00,-0.3
1978,744171,623436,825111,736183,389.5721,48.1808,1.40,810151,451454,156270,-0.18,203451,138450,116538,156959,184891,184891,56178,46638,24940,5.51,34.98,83765,2.27,64.49,60.46,0.72,22.41,34.22,39.07,87.58,14.02,59.2,25.20,7.47,293.64,29.30,12.50,9.25,12.12,12.03,9.93,11.90,12.81,224.40,1.92,117.72,39.38,67.36,7.02,47058.849,30108,6.30,6.29,620.0,9387,9550,27996,79334,77253,41.8,68919,37.3,-8334,-4.5,86339,46.7,46.7,69906.0,69693.0,2422,1.31,562.0,0.3,562.00,0.3
1979,768885,644426,855933,761303,402.8651,49.8248,2.93,844402,472608,169696,0.16,206590,143660,127756,186354,219559,219559,56240,46698,25195,5.38,34.80,87074,2.11,66.02,62.21,0.72,25.65,38.15,42.68,89.39,31.61,69.1,28.07,11.37,307.77,32.77,17.00,14.13,12.93,11.35,11.34,16.53,13.23,230.77,2.12,130.25,41.55,72.72,9.08,56602.039,35379,5.51,5.51,667.0,10463,10671,30545,90823,90104,41.0,80740,36.8,-9364,-4.3,95795,43.6,43.6,79008.0,77632.0,955,0.43,-1294.0,-0.6,-1294.00,-0.6
1980,753463,631424,838462,746269,394.9094,48.8409,-0.92,833265,473241,158737,-1.97,208988,143304,123425,219282,258411,258411,56330,46787,25086,6.81,33.98,89536,-0.72,65.00,62.72,0.74,30.82,43.61,46.91,92.96,36.83,84.0,32.32,15.15,324.66,38.00,14.00,16.17,13.91,11.93,14.18,18.42,14.16,292.72,2.33,144.91,45.70,81.81,11.01,67438.745,40968,5.04,5.03,733.0,11032,11300,31894,106502,110261,42.7,100220,38.8,-10041,-3.9,109924,42.5,42.5,87931.0,79514.0,5407,2.09,1404.0,0.5,1404.00,0.5
1981,749574,626542,831931,740824,392.0280,48.4845,-3.62,829898,475134,148198,0.05,208794,142559,120111,244222,287850,287850,56358,46821,24430,9.65,33.57,90664,1.75,66.25,64.72,0.74,34.60,47.22,50.62,93.28,35.93,95.6,36.14,11.81,330.38,42.06,14.50,13.13,14.88,13.01,14.24,15.27,15.43,310.04,2.03,127.85,46.19,83.19,11.61,79631.335,48688,4.69,4.68,1043.0,11630,11920,35601,121459,124851,43.4,116026,40.3,-8825,-3.1,122358,42.5,42.5,105089.0,96018.0,7602,2.64,4434.0,1.5,4434.00,1.5
1982,766837,640149,848700,756518,400.3330,49.5117,-3.65,838340,481268,155821,0.57,210090,144249,126038,268727,316698,316698,56291,46777,23951,10.72,33.52,92099,3.25,69.01,67.51,0.72,37.32,50.32,54.15,92.91,32.97,104.8,39.07,8.11,335.22,45.65,10.25,11.83,13.09,11.74,13.48,14.13,13.95,379.40,1.75,112.43,44.06,79.45,11.90,96590.655,60441,4.41,4.41,673.0,12025,12275,39799,136716,137565,43.4,130206,41.1,-7359,-2.3,130709,41.3,41.3,111165.0,104434.0,5689,1.80,1782.0,0.6,1782.00,0.6
1983,798963,666701,884520,787485,416.7200,51.5384,-1.96,874364,502456,167089,0.77,213382,147173,134359,295546,348283,348283,56316,46814,23775,11.47,33.46,94302,4.09,72.37,70.93,0.70,39.38,54.19,58.15,93.19,29.55,113.9,41.00,4.93,347.15,48.62,9.00,9.79,11.27,10.25,11.60,11.47,12.14,464.97,1.52,99.04,41.02,72.61,13.27,111875.395,73252,5.04,5.04,1837.0,12809,12966,44290,154809,150793,43.3,140211,40.3,-10582,-3.0,140840,40.4,40.4,123344.0,126396.0,3299,0.95,769.0,0.2,769.00,0.2
1984,814588,679912,904639,802671,424.7561,52.5322,-2.55,896194,515266,177847,-0.08,215910,157232,147622,317843,374534,374534,56409,46912,24285,11.77,33.64,96780,-0.71,72.21,70.40,0.70,41.40,58.20,63.25,92.02,28.78,121.0,42.74,4.26,353.74,51.51,9.75,9.75,11.13,10.17,11.70,11.39,11.83,577.75,1.34,87.29,39.31,68.48,14.51,131973.428,87871,4.11,4.11,1308.0,13481,13711,51367,175809,160718,42.9,148295,39.6,-12423,-3.3,153664,41.0,41.0,136577.0,140352.0,131,0.03,-1855.0,-0.5,-1855.00,-0.5
1985,850472,710646,942519,838515,443.7240,54.8781,-0.83,934886,542087,181405,-0.08,215253,166397,151366,349762,412120,412120,56554,47057,24592,11.36,33.56,99636,2.90,74.50,72.78,0.69,43.73,61.25,65.78,93.12,27.56,131.8,44.84,4.92,367.17,54.70,11.50,12.33,10.97,10.09,13.40,14.16,11.50,674.53,1.30,85.73,39.56,68.33,15.82,154523.740,104142,5.23,5.23,1667.0,13981,14256,61129,201739,170456,41.4,159893,38.8,-10563,-2.6,161102,39.1,39.1,148091.0,150702.0,4488,1.09,-1165.0,-0.3,-1165.00,-0.3
1986,874906,731075,972239,862170,456.2417,56.4263,-0.78,970289,574404,179088,0.04,218513,173338,161896,376896,444033,444033,56684,47188,24746,11.32,33.52,102686,1.52,76.12,74.48,0.69,45.67,56.41,62.90,89.68,14.43,142.3,46.34,3.33,383.60,55.45,11.00,10.83,10.14,9.46,11.86,13.20,10.82,817.98,1.47,98.43,37.59,63.67,17.99,185297.080,125386,4.66,4.66,1604.0,14685,15016,75427,233519,176928,39.8,167971,37.8,-8957,-2.0,166431,37.5,37.5,163729.0,176217.0,-2090,-0.47,-4269.0,-1.0,-4269.00,-1.0
1987,921096,769990,1024346,907589,480.2765,59.3988,1.60,1020118,603762,201290,0.05,218961,184543,174862,418198,492635,492635,56804,47300,25239,10.43,33.66,107265,2.19,78.57,76.55,0.68,48.09,57.68,64.53,89.39,18.44,153.5,47.82,3.20,401.12,57.34,8.50,9.63,9.57,9.32,11.30,11.55,10.64,844.74,1.64,109.50,37.43,62.80,20.97,220528.111,148092,3.89,3.88,1744.0,15458,15727,92780,272491,185608,37.7,179014,36.3,-6594,-1.3,167474,34.0,34.0,177770.0,191567.0,-3483,-0.71,-7879.0,-1.6,-7879.00,-1.6
1988,973504,814284,1083629,959298,507.6398,62.7830,4.43,1083808,648722,232441,0.56,219371,186710,197303,468396,551709,551709,56916,47412,26070,8.57,33.78,112889,1.54,80.40,78.05,0.68,50.91,57.54,63.97,89.95,14.92,167.7,49.62,3.76,422.14,59.45,13.00,10.29,9.68,9.12,11.08,11.97,10.78,914.63,1.78,118.54,39.69,66.43,26.33,274469.397,179159,3.43,3.43,1868.0,16654,16818,105968,319313,193956,35.2,197530,35.8,3574,0.6,157135,28.5,28.5,189679.0,203443.0,-15094,-2.74,-19685.0,-3.6,-19685.00,-3.6
1989,999421,836257,1111618,984669,521.0655,64.4434,4.43,1128015,673792,243717,-0.37,221327,196093,212063,517495,609474,609474,57076,47553,26749,7.22,33.81,118927,-0.86,80.43,78.01,0.69,54.83,62.16,68.10,91.28,18.23,183.7,52.22,5.24,439.57,62.29,15.00,13.92,10.19,9.26,13.70,15.71,11.33,1175.26,1.64,109.53,38.39,64.97,31.70,333013.036,207058,3.14,3.14,1909.0,17615,17867,124257,377046,211023,34.6,214824,35.2,3801,0.6,152374,25.0,25.0,185391.0,194957.0,-18323,-3.01,-25056.0,-4.1,-25056.00,-4.1
1990,1008975,843827,1119587,993064,525.5080,64.9928,2.80,1136871,681303,237479,-0.75,226653,207133,213341,562874,662850,662850,57237,47699,26871,7.10,33.36,124521,0.00,80.74,79.37,0.70,59.20,64.45,70.43,91.52,23.73,203.1,55.86,6.97,454.30,66.18,14.00,14.75,11.80,10.88,15.02,16.66,12.85,1040.25,1.79,121.08,38.17,65.77,31.37,379832.475,234511,3.06,3.06,2019.0,18108,18272,132876,422204,231923,35.0,227642,34.3,-4281,-0.6,151267,22.8,22.8,178503.0,170497.0,-11117,-1.68,-20673.0,-3.1,-20673.00,-3.1
1991,1001702,838486,1107059,986263,521.9090,64.5477,-0.29,1123071,677683,218605,-0.42,233409,207682,204065,592840,698038,698038,57439,47875,26162,8.82,32.99,129898,0.62,82.37,81.86,0.72,63.05,65.46,70.75,92.52,20.00,218.9,60.07,7.53,455.35,69.74,10.50,11.54,10.11,9.99,12.55,13.62,11.30,1156.90,1.77,123.85,38.44,67.96,30.99,404632.488,257439,2.97,2.97,2054.0,18625,18901,137986,447467,252469,36.2,234095,33.5,-18374,-2.6,162074,23.2,23.2,179549.0,180637.0,-2550,-0.37,-9303.0,-1.3,-9303.00,-1.3
1992,1006832,842064,1111043,991299,524.5740,64.8773,-2.15,1114625,683769,215067,0.46,235641,216556,217926,611985,721445,721445,57585,47998,25540,9.95,32.87,133270,1.66,84.80,84.60,0.73,64.93,67.18,70.72,95.00,19.32,232.1,62.63,4.26,462.92,71.91,7.00,9.42,9.06,9.16,10.34,11.35,10.37,1324.08,1.77,125.14,37.21,66.09,29.82,421587.678,276065,2.91,2.90,2085.0,19302,19529,142918,462935,277024,38.4,236475,32.8,-40549,-5.6,192851,26.7,26.7,195947.0,195179.0,-4847,-0.67,-11114.0,-1.5,-11114.00,-1.5
1993,1032585,863520,1138897,1017407,538.3898,66.5860,-1.95,1136351,704579,216704,0.31,234234,226286,225306,642572,758445,758445,57714,48102,25303,10.37,32.84,137447,2.40,87.85,87.71,0.71,66.59,73.29,76.74,95.50,16.97,239.0,64.20,2.51,465.07,74.76,5.50,5.92,7.47,7.69,8.00,8.33,8.92,1628.88,1.50,105.89,33.90,59.75,29.00,438014.627,292712,3.41,3.40,2182.0,20345,20626,152065,483504,290623,38.3,239232,31.5,-51391,-6.8,234900,31.0,31.0,237877.0,251199.0,-2658,-0.35,-10167.0,-1.3,-10167.00,-1.3
1994,1070171,893698,1183144,1053844,557.6715,68.9707,-0.89,1180778,727946,220161,0.56,236892,247265,238668,674479,797088,797088,57862,48229,25504,9.50,33.32,142416,0.85,90.28,88.85,0.70,67.37,74.10,78.95,93.86,15.82,248.0,65.47,1.98,473.24,76.63,6.25,5.48,8.17,8.18,7.67,7.63,9.15,1502.42,1.53,107.44,34.03,59.46,29.84,461165.513,310989,3.47,3.47,2292.0,21660,21862,156882,506377,302771,38.0,256289,32.2,-46482,-5.8,278400,34.9,34.9,286878.0,304459.0,-185,-0.02,-3917.0,-0.5,-3917.00,-0.5
1995,1093489,912328,1212798,1076715,569.7743,70.4675,-1.29,1199992,743484,219121,0.08,240149,270744,251970,707090,836646,836646,58025,48383,25818,8.62,33.09,148400,0.50,91.12,90.30,0.70,68.98,76.51,83.50,91.63,17.02,256.1,67.21,2.66,476.04,79.71,6.50,6.69,8.24,8.24,7.83,8.34,8.79,1783.30,1.58,110.47,32.58,57.06,29.87,500566.358,325743,3.04,3.03,2311.0,22850,23141,175694,555945,317775,38.0,278615,33.3,-39160,-4.7,313600,37.5,37.5,327923.0,329144.0,2394,0.29,-5700.0,-0.7,-5700.00,-0.7
1996,1119779,933012,1243709,1102051,583.1816,72.1257,-1.59,1241767,771675,229349,-0.33,241774,290776,275924,753700,892900,892900,58164,48519,26060,8.10,33.06,154980,0.45,92.39,91.65,0.68,71.79,78.77,83.60,94.22,20.67,265.4,68.82,2.40,481.75,81.83,6.00,5.96,7.82,8.03,6.68,7.83,8.62,1976.41,1.56,108.69,33.14,58.35,30.93,545136.864,343848,3.01,3.01,2412.0,24416,24668,188667,608522,321511,36.0,291671,32.7,-29840,-3.3,341900,38.3,38.3,365563.0,367663.0,1604,0.18,-5193.0,-0.6,-5193.00,-0.6
1997,1152278,959180,1282602,1133913,600.0422,74.2110,-1.45,1284086,810096,225752,0.37,240964,313626,298667,791512,938855,938855,58314,48665,26526,6.97,33.03,163185,0.06,93.40,92.72,0.69,73.20,76.36,78.90,96.78,19.09,277.1,70.07,1.82,494.00,82.63,7.25,6.58,7.05,7.13,7.18,8.17,7.71,2388.17,1.64,113.51,38.10,67.03,33.72,593917.700,363701,3.01,3.01,2531.0,26013,26268,210881,680128,327764,34.9,312320,33.3,-15444,-1.6,364000,38.8,38.8,389901.0,391032.0,3828,0.41,-1799.0,-0.2,-1799.00,-0.2
1998,1191098,995050,1323527,1171832,620.1082,76.6926,-0.92,1336487,841376,243682,0.20,249051,323973,326008,831004,980308,980308,58475,48821,26795,6.26,32.77,172298,1.56,95.55,95.63,0.71,74.07,72.34,74.32,97.34,12.72,291.5,71.17,1.56,511.74,82.68,6.25,7.21,5.52,5.53,7.71,8.92,6.69,2595.88,1.66,114.84,39.59,70.05,37.68,639782.000,383963,3.48,3.48,2643.0,27541,27899,227894,741334,339254,34.6,339798,34.7,544,0.1,361200,36.8,36.8,393749.0,421064.0,-7910,-0.81,-4187.0,-0.4,-4187.00,-0.4
1999,1231936,1032086,1366983,1211899,641.3107,79.3149,-0.35,1358139,881492,250037,0.24,257905,330714,347635,867865,1021205,1021205,58684,49033,27168,5.98,32.83,181021,0.84,97.46,97.35,0.73,74.71,72.82,73.93,98.50,17.97,304.8,72.11,1.33,528.14,83.13,5.50,5.33,5.08,4.85,6.75,7.27,6.35,3146.68,1.62,111.15,39.33,69.72,41.79,697941.800,413846,10.40,10.40,2817.0,30772,31093,248088,770692,348819,34.2,359857,35.2,11038,1.1,364400,35.7,35.7,396151.0,445661.0,-16169,-1.58,-24651.0,-2.4,-24651.00,-2.4
2000,1278830,1065145,1418176,1257937,665.6731,82.3279,0.62,1428839,923822,258770,-0.50,266611,361425,379741,912958,1080863,1080863,58886,49233,27484,5.46,32.79,190376,1.74,100.00,100.00,0.74,76.22,73.90,75.71,97.60,28.50,317.7,72.69,0.80,546.01,84.32,6.00,5.98,5.31,4.91,7.10,7.69,6.91,2989.69,1.52,101.49,40.06,70.38,47.92,781292.800,445485,7.91,7.91,3001.0,32212,32515,274847,831569,368575,34.1,387856,35.9,19281,1.8,328200,30.4,30.4,390359.0,428259.0,-20439,-1.89,-23228.0,-2.1,-23228.00,-2.1
2001,1310431,1094100,1456837,1288852,682.0326,84.3512,0.36,1475868,956850,255914,0.62,277611,363181,392150,949396,1120575,1120575,59113,49450,27712,5.10,32.50,198157,1.46,101.61,102.54,0.76,76.92,74.62,75.77,98.49,24.44,334.0,73.58,1.23,567.09,84.07,4.00,5.08,4.94,5.05,6.27,6.93,6.51,2507.59,1.44,94.94,39.42,68.72,52.10,847739.300,487126,3.50,3.50,3165.0,34844,35000,304726,884851,392059,35.0,398669,35.6,6610,0.6,328800,29.3,29.3,379238.0,440236.0,-26108,-2.33,-21741.0,-1.9,-21741.00,-1.9
2002,1338365,1119332,1491761,1316157,696.4818,86.1382,-0.11,1528275,992187,263108,-0.42,289632,365913,408078,996419,1172652,1172652,59366,49679,27944,5.19,32.21,205566,1.22,102.91,104.78,0.75,78.61,73.39,73.88,99.34,25.02,344.6,74.51,1.26,577.79,83.96,4.00,4.00,4.91,5.05,5.37,5.87,6.34,1900.53,1.50,98.74,39.88,68.67,60.75,928143.600,549738,3.69,3.69,3286.0,37031,37238,333028,944955,422542,36.0,403315,34.4,-19227,-1.6,358800,30.6,30.6,377362.0,424901.0,-32945,-2.81,-23431.0,-2.0,-23431.00,-2.0
2003,1385736,1160630,1543468,1362805,721.1669,89.1912,0.97,1585250,1029234,269400,-0.14,301956,385720,429096,1055844,1242449,1242449,59637,49926,28221,5.01,31.94,213007,2.45,105.51,108.34,0.74,80.50,74.85,74.36,100.65,28.83,355.7,75.52,1.36,588.36,84.52,3.75,3.69,4.52,4.88,4.94,5.59,5.63,2168.87,1.64,106.51,38.51,65.02,69.44,1031279.000,625759,3.98,3.98,3428.0,39844,40001,368452,1006433,459394,37.0,427168,34.4,-32226,-2.6,390200,31.4,31.4,397283.0,459141.0,-30386,-2.45,-20553.0,-1.7,-20553.00,-1.7
2004,1418069,1183895,1582486,1394537,737.9588,91.2680,1.06,1630040,1064100,277286,-0.34,312566,407921,460394,1105922,1304874,1304874,59950,50195,28530,4.75,32.19,219862,-0.04,106.79,108.79,0.75,82.46,74.43,73.64,101.08,38.27,371.2,76.54,1.34,605.86,85.35,4.75,4.40,4.84,4.77,5.36,6.02,5.79,2372.41,1.83,117.80,40.42,67.29,77.68,1150162.000,700753,3.91,3.91,3546.0,42183,42284,412559,1079428,495885,38.0,460846,35.3,-35039,-2.7,448700,34.4,34.4,438275.0,492331.0,-35397,-2.71,-23006.0,-1.8,-23006.00,-1.8
2005,1464210,1220022,1629519,1440512,762.2878,94.2769,2.32,1688670,1095514,287077,-0.22,320037,430378,480161,1165804,1379457,1379457,60413,50606,28850,4.83,32.18,227914,1.56,109.09,111.18,0.73,84.65,76.74,76.39,100.46,54.52,388.5,78.11,2.06,621.37,87.01,4.50,4.65,4.37,4.44,5.44,6.15,5.34,2805.81,1.82,115.51,39.94,66.47,81.94,1283538.000,767853,4.27,4.27,3667.0,43645,44273,465844,1185560,534479,38.7,494498,35.8,-39981,-2.9,492200,35.7,35.7,491039.0,546937.0,-36502,-2.65,-16743.0,-1.2,-16743.00,-1.2
2006,1500097,1245799,1670306,1476326,781.2398,96.6208,3.05,1709160,1113261,296121,0.14,327045,471697,515865,1225089,1455644,1455644,60827,50965,29138,5.42,32.03,235660,1.22,110.70,113.35,0.74,87.15,77.89,78.22,99.58,65.14,406.8,79.93,2.33,635.76,88.77,5.00,4.65,4.43,4.24,5.39,6.22,5.42,3189.64,1.84,115.98,40.29,67.01,88.38,1466929.000,852053,4.48,4.48,3796.0,45846,66051,510573,1304358,561242,38.6,523916,36.0,-37326,-2.6,527300,36.2,36.2,538070.0,608274.0,-36113,-2.48,-32363.0,-2.2,-32363.00,-2.2
2007,1538059,1281452,1712996,1513717,801.0263,99.0679,4.07,1756793,1145189,312995,-0.48,330821,489880,535235,1290968,1530890,1530890,61319,51381,29378,5.33,31.89,245540,1.20,112.58,115.77,0.75,89.37,77.26,78.18,98.83,72.39,426.6,81.79,2.32,651.62,90.81,5.50,5.52,4.92,4.63,5.84,6.99,6.07,3267.13,2.00,125.33,41.27,68.53,97.13,1611184.000,930927,5.29,5.29,3853.0,48584,72452,544073,1442989,590694,38.6,553724,36.2,-36970,-2.4,562500,36.7,36.7,577342.0,630375.0,-39942,-2.61,-37490.0,-2.4,-37490.00,-2.4
2008,1531690,1273438,1702252,1507405,797.6861,98.6548,2.38,1713032,1137565,292575,-0.20,337665,495451,525446,1318765,1564252,1564252,61824,51816,29628,5.69,31.82,253641,-1.72,111.16,114.57,0.74,91.89,84.47,88.44,95.51,97.26,441.8,84.73,3.60,651.33,96.94,2.00,4.63,4.58,4.59,5.54,6.69,6.99,2128.80,1.85,115.81,36.26,60.05,92.76,1715072.000,984347,6.38,6.38,3948.0,52088,95186,534237,1496955,643692,41.2,561916,35.9,-81776,-5.2,733300,46.9,46.9,618638.0,690335.0,-46189,-2.95,-55002.0,-3.5,-55002.00,-3.5
2009,1463182,1218986,1628583,1438457,761.2003,94.1424,-3.44,1636670,1100941,248099,-0.20,341515,452338,477277,1285670,1519459,1519459,62260,52196,29156,7.61,31.46,255568,-2.85,107.79,112.35,0.76,93.30,87.67,90.28,97.10,61.67,441.4,86.57,2.17,637.04,97.40,0.50,0.63,3.74,4.55,3.65,3.06,6.13,2708.09,1.57,100.26,32.08,54.09,84.52,1700763.000,1007337,10.77,10.77,3996.0,55715,201545,574379,1518131,686259,45.2,532431,35.0,-153828,-10.1,938900,61.8,61.8,804209.0,898952.0,-34355,-2.26,-44831.0,-3.0,-44831.00,-3.0
2010,1494588,1245286,1659772,1467124,776.3703,96.0185,-2.55,1670575,1107273,260396,1.53,342139,478555,516287,1333865,1572439,1572439,62759,52642,29228,7.87,31.75,259292,0.71,109.67,113.29,0.77,94.74,92.32,93.82,98.40,79.50,451.6,89.42,3.30,630.91,100.02,0.50,0.50,3.75,4.64,3.59,2.86,4.76,3039.82,1.55,100.58,31.99,55.34,89.35,1685757.000,1020949,16.27,16.27,4078.0,57900,197853,580083,1556035,712512,45.3,568887,36.2,-143625,-9.1,1136900,72.3,72.3,1058005.0,1166540.0,-42593,-2.71,-43062.0,-2.7,-43062.00,-2.7
2011,1514583,1262386,1684820,1488708,787.7921,97.4311,-2.20,1682162,1102262,265327,0.08,342825,506505,520431,1380639,1628274,1628274,63285,53107,29376,8.11,31.68,263607,0.75,110.72,114.61,0.76,96.64,97.58,100.17,97.42,111.26,462.2,93.41,4.46,618.10,104.77,0.50,0.50,3.23,4.36,3.42,2.98,4.55,2814.19,1.60,105.67,31.81,55.63,88.05,1709788.000,1032411,15.37,15.37,4108.0,61017,224922,578774,1577787,715649,44.0,600389,36.9,-115260,-7.1,1240700,76.2,76.2,1194428.0,1307679.0,-27060,-1.66,-29088.0,-1.8,-29088.00,-1.8
